NCDS,Length,rawseq.p1,avsims.p1,sdsims.p1,z.score.p1,rawseq.m1,avsims.m1,sdsims.m1,z.score.m1,rawseq.01,avsims.01,sdsims.01,z.score.01,prod.type
S192,162,0.00617284,0.024679013,0.011434637,-1.618431094,0.024691358,0.023623457,0.01125828,0.094854717,0.037037037,0.02362963,0.011587753,1.157032517,inter
S193,366,0.016393443,0.024226776,0.007815112,-1.00233155,0.030054645,0.023937158,0.007621756,0.802634765,0.027322404,0.024191257,0.008004703,0.39116344,3'
S194,84,0.023809524,0.020166667,0.014155046,0.257353958,0.011904762,0.019952381,0.014396822,-0.558985786,0,0.020357143,0.01434191,-1.419416437,inter
S195,834,0.005995204,0.024426859,0.00484566,-3.8037449,0.029976019,0.024170264,0.005158321,1.125512656,0.019184652,0.024648681,0.004972471,-1.098855861,inter
S196,162,0.018518519,0.022722222,0.010980722,-0.38282577,0.018518519,0.022722222,0.011258565,-0.373378272,0.018518519,0.02304321,0.011373959,-0.397811448,intra
S197,693,0.008658009,0.016147186,0.004470394,-1.675283586,0.017316017,0.01617316,0.004461721,0.256147065,0.015873016,0.016213564,0.004482129,-0.075979122,3'MT
S199,89,0.033707865,0.023988764,0.015869249,0.612448702,0.02247191,0.025775281,0.015534395,-0.212648814,0.02247191,0.026168539,0.015701063,-0.235438148,5'
S200,139,0.014388489,0.018935252,0.011226275,-0.405010832,0.014388489,0.019316547,0.011089762,-0.444379036,0.007194245,0.019330935,0.010712538,-1.13294261,5'
S201,69,0.043478261,0.031014493,0.021094393,0.59085692,0.072463768,0.029449275,0.019833633,2.168765192,0,0.031869565,0.020757805,-1.535305183,5'
S202,134,0.007462687,0.023932836,0.012846043,-1.282118413,0.037313433,0.024335821,0.012324976,1.05295236,0.007462687,0.024432836,0.012899685,-1.315547576,5'
S203,87,0.045977011,0.023827586,0.015332879,1.444570545,0.022988506,0.023103448,0.015437016,-0.007445894,0.011494253,0.025758621,0.016161164,-0.882632437,inter
S204,88,0.045454545,0.029784091,0.016799531,0.932791166,0.011363636,0.029488636,0.017733865,-1.022055819,0.045454545,0.030238636,0.016223027,0.937920436,5'
S205,190,0,0.018884211,0.009001664,-2.09785786,0.036842105,0.018226316,0.009115496,2.042213621,0.005263158,0.018778947,0.00955618,-1.414350709,5'
S206,171,0.040935673,0.02619883,0.011186661,1.317358452,0.023391813,0.026608187,0.01155382,-0.278381876,0.023391813,0.027128655,0.01183076,-0.315858145,5'
S207,109,0.055045872,0.030201835,0.015262216,1.62781323,0.009174312,0.028743119,0.015296886,-1.279267434,0,0.03033945,0.014938649,-2.030936636,5'
S208,75,0.013333333,0.025866667,0.017230826,-0.727378595,0.04,0.027093333,0.017377762,0.742711675,0.026666667,0.027306667,0.018005034,-0.035545595,5'
S209,93,0.010752688,0.026967742,0.016449421,-0.985752253,0.032258065,0.028430108,0.0170143,0.22498472,0.032258065,0.028473118,0.016201866,0.233611779,3'
S210,1469,0.022464261,0.020622873,0.003449901,0.533751027,0.023144997,0.020699115,0.003600267,0.679361275,0.020422056,0.020594282,0.003386323,-0.050859232,inter
S211,258,0.007751938,0.023755814,0.009173823,-1.744515546,0.023255814,0.023949612,0.008551609,-0.081130746,0.042635659,0.024325581,0.009091048,2.014077718,intra
S212,444,0.033783784,0.028317568,0.007542822,0.724691182,0.015765766,0.028497748,0.007631804,-1.668279558,0.036036036,0.028626126,0.007286433,1.016946071,inter
S213,85,0.011764706,0.032329412,0.018694488,-1.100041152,0.035294118,0.031341177,0.018261891,0.216458484,0.058823529,0.031941177,0.017655006,1.52264758,5'
S215,120,0.033333333,0.016375,0.011110407,1.526346653,0.016666667,0.016608333,0.011057651,0.005275414,0.025,0.0163,0.011048573,0.787432022,5'
S216,216,0.018518519,0.020291667,0.008948545,-0.198149284,0.013888889,0.020773148,0.008935973,-0.770398429,0.027777778,0.021189815,0.009273234,0.710427811,5'
S217,197,0.015228426,0.027609137,0.010854938,-1.140560304,0.030456853,0.027274112,0.010823518,0.294057934,0.040609137,0.026827411,0.010816252,1.274168373,3'
S218,313,0.019169329,0.01986901,0.007445165,-0.093977847,0.012779553,0.019738019,0.007299138,-0.95332709,0.015974441,0.019753994,0.007455089,-0.506976177,inter
S219,382,0.018324607,0.024557592,0.007215562,-0.863825179,0.015706806,0.024102094,0.007272527,-1.154383887,0.028795812,0.024039267,0.007495194,0.634612655,intra
S220,83,0.012048193,0.027614458,0.017295754,-0.900005012,0,0.028108434,0.017335089,-1.621476149,0.024096386,0.028192771,0.01784839,-0.229510062,5'
S221,65,0.030769231,0.019061538,0.016024862,0.730595528,0.015384615,0.019061538,0.015995265,-0.229875734,0,0.018015385,0.015589298,-1.155625101,intra
S222,303,0.0330033,0.027326732,0.008864821,0.640347696,0.03630363,0.027511551,0.00903145,0.973495878,0.00990099,0.027445544,0.009124555,-1.922784714,5'
S223,536,0.013059701,0.016634328,0.0053016,-0.674254379,0.014925373,0.016643657,0.005102617,-0.336745573,0.009328358,0.016429104,0.005273073,-1.346604886,5'
S224,295,0.023728814,0.026349153,0.008504196,-0.308123058,0.020338983,0.025366102,0.008554255,-0.587674638,0.023728814,0.025979661,0.008470065,-0.265741438,5'
S225,298,0.026845638,0.028060403,0.008641567,-0.140572273,0.030201342,0.027536913,0.00907585,0.293573525,0.026845638,0.028426174,0.00940017,-0.16813913,5'
S226,133,0.007518797,0.018255639,0.010804281,-0.993758156,0.007518797,0.017736842,0.010973965,-0.931116979,0.015037594,0.017774436,0.010642505,-0.257161468,3'
S227,130,0.007692308,0.016823077,0.010725116,-0.851344569,0.015384615,0.016507692,0.01082038,-0.103792773,0.007692308,0.017046154,0.011097805,-0.842855516,5'
S228,141,0.035460993,0.01893617,0.010474582,1.5776116,0.007092199,0.017680851,0.010292383,-1.028785256,0.021276596,0.019446809,0.010857736,0.168523846,5'
S229,64,0.03125,0.02475,0.018908241,0.343765448,0.03125,0.02375,0.01856031,0.404088077,0,0.025015625,0.018574782,-1.346752037,5'
S230,87,0.011494253,0.022068966,0.015289384,-0.69163757,0.034482759,0.021103448,0.014359375,0.931747402,0.011494253,0.021586207,0.014803843,-0.681711792,5'
S231,140,0.007142857,0.02155,0.011538136,-1.24865424,0.028571429,0.021914286,0.011320669,0.588052109,0,0.022878571,0.011828998,-1.934109056,intra
S232,101,0.04950495,0.019693069,0.012873456,2.315763639,0.00990099,0.019217822,0.013080044,-0.712293571,0.00990099,0.019940594,0.012998335,-0.772376128,intra
S233,421,0.028503563,0.023047506,0.007118671,0.766443186,0.004750594,0.023045131,0.007013329,-2.608538266,0.019002375,0.022871734,0.006763329,-0.572108654,5'
S234,117,0,0.027059829,0.013942644,-1.940796053,0.025641026,0.026863248,0.014130468,-0.086495507,0.017094017,0.02808547,0.014421544,-0.762155084,5'
S236,131,0.007633588,0.019229008,0.011187274,-1.036483013,0.022900763,0.019,0.011486313,0.339600964,0.030534351,0.019664122,0.011349259,0.957791913,5'
S237,134,0.02238806,0.026932836,0.013555449,-0.335272993,0.014925373,0.027440299,0.012903459,-0.969889197,0.02238806,0.027559702,0.012685778,-0.407672387,5'
S238,75,0.013333333,0.021293333,0.015955622,-0.498883736,0.04,0.021293333,0.015742286,1.188306909,0.04,0.022253333,0.015825986,1.121362448,5'
S239,255,0.019607843,0.021058824,0.008436139,-0.171995818,0.019607843,0.021611765,0.008500472,-0.235742425,0.031372549,0.021054902,0.008596777,1.200176229,intra
S240,593,0.018549747,0.022129848,0.005676535,-0.63068427,0.028667791,0.022372681,0.005706504,1.103146553,0.02529511,0.022151771,0.005795056,0.542417427,3'
S241,301,0.009966777,0.01972093,0.007374241,-1.322733189,0.026578073,0.019431894,0.007535997,0.948272558,0.019933555,0.019601329,0.007377309,0.045033499,inter
S242,74,0.040540541,0.037094595,0.020857955,0.165210162,0.013513514,0.039581081,0.020971507,-1.242999221,0.027027027,0.037932433,0.021074944,-0.517458355,intra
S243,112,0,0.024348214,0.013383085,-1.819327476,0.0625,0.024491071,0.013679371,2.77855825,0,0.024839286,0.014271843,-1.740439904,intra
S244,1190,0.016806723,0.022842857,0.003934481,-1.53416255,0.022689076,0.02325126,0.003992438,-0.140812329,0.029411765,0.023204202,0.003965059,1.565566261,3'MT
S245,105,0.019047619,0.016847619,0.011991018,0.183470642,0,0.016371429,0.011886068,-1.37736292,0.00952381,0.01672381,0.012024382,-0.598783344,inter
S246,79,0,0.017468355,0.014020534,-1.245912253,0,0.017379747,0.014305187,-1.214926208,0.012658228,0.017202532,0.014000609,-0.32457902,inter
S247,1692,0.010638298,0.020015366,0.00320522,-2.925561186,0.007092199,0.020070331,0.003300207,-3.932520678,0.024822695,0.02008156,0.003311112,1.431885939,3'PT
S248,82,0.06097561,0.023317073,0.016497643,2.282661595,0.012195122,0.022756098,0.015307767,-0.689909622,0.012195122,0.023695122,0.016028485,-0.717472682,intra
S250,306,0.016339869,0.027911765,0.009062374,-1.276916538,0.019607843,0.027712418,0.009144156,-0.886312002,0.019607843,0.028137255,0.009129121,-0.934308132,5'
S251,129,0.023255814,0.025689923,0.013119496,-0.185533699,0.023255814,0.025767442,0.013609247,-0.184553046,0.023255814,0.025744186,0.013175667,-0.18886118,5'
S252,455,0.01978022,0.02523956,0.006752363,-0.808508087,0.010989011,0.024782418,0.006857551,-2.011418669,0.015384615,0.024428571,0.006823606,-1.325392573,inter
S255,1671,0.009575105,0.027220227,0.003699526,-4.769562833,0.02214243,0.027222023,0.003715195,-1.367247903,0.040095751,0.027025135,0.003803775,3.436221949,3'MT
S256,494,0.024291498,0.027048583,0.006839701,-0.403100193,0.024291498,0.027228745,0.006907921,-0.425199824,0.028340081,0.02741498,0.006962498,0.132869191,inter
S257,3266,0.017452541,0.01649602,0.002161294,0.442568897,0.015309247,0.016519596,0.002077885,-0.582490811,0.011328843,0.016553889,0.00215982,-2.419203911,inter
S258,626,0.006389776,0.016543131,0.004797197,-2.116518193,0.020766773,0.016408946,0.00483294,0.901692816,0.014376997,0.01635623,0.004755648,-0.416185779,5'
S259,532,0.015037594,0.022227444,0.006041034,-1.190168693,0.022556391,0.02156015,0.005895468,0.168984154,0.013157895,0.021671053,0.006157239,-1.382625904,5'
S260,113,0.008849558,0.013353983,0.01058012,-0.425744175,0,0.013292036,0.010416126,-1.276101638,0.044247788,0.013681416,0.010712532,2.853328323,5'
S261,81,0.012345679,0.015950617,0.013099585,-0.275194847,0.012345679,0.016506173,0.01351629,-0.307813311,0.012345679,0.016728395,0.013592515,-0.322435988,inter
S262,73,0.01369863,0.023616438,0.017204745,-0.576457713,0.01369863,0.023369863,0.016294916,-0.593512276,0.01369863,0.023520548,0.016656032,-0.589691322,5'
S263,332,0.018072289,0.016798193,0.006778873,0.187951044,0.006024096,0.016777108,0.006649722,-1.617061848,0.018072289,0.017072289,0.006470221,0.154554207,intra
S264,131,0.022900763,0.02270229,0.012599,0.015753066,0.015267176,0.022755725,0.011916899,-0.628397492,0.015267176,0.022496183,0.012357955,-0.584967906,5'
S266,106,0.018867925,0.017528302,0.012057288,0.111104835,0.047169811,0.017471698,0.011939453,2.487393177,0,0.017688679,0.011959132,-1.479093973,intra
S267,81,0.024691358,0.017320988,0.013923074,0.529363737,0.012345679,0.017975309,0.013598625,-0.413985196,0,0.017802469,0.013967083,-1.274601839,intra
S268,1137,0.009674582,0.017579595,0.003689894,-2.142341865,0.000879507,0.017594547,0.003825796,-4.369035388,0.01759015,0.017539138,0.003631171,0.014048328,5'
S269,965,0.015544041,0.022098446,0.004394975,-1.491340517,0.014507772,0.022175129,0.00464474,-1.650761231,0.023834197,0.022223834,0.004651827,0.346178602,5'
S270,75,0.026666667,0.019386667,0.015174125,0.479764087,0,0.019066667,0.015344485,-1.242574521,0,0.020053333,0.015579755,-1.287140452,5'
S271,523,0.019120459,0.02316826,0.006222204,-0.650541341,0.030592734,0.023313576,0.0062505,1.164572126,0.003824092,0.023644359,0.006152034,-3.221741983,5'
S272,3367,0.021087021,0.018452925,0.00221562,1.188875137,0.016038016,0.018532225,0.002244165,-1.111419521,0.014256014,0.018562519,0.002353975,-1.829460969,3'MT
S273,1651,0.013325257,0.019757117,0.00328324,-1.958997776,0.023016354,0.019822532,0.003269152,0.976957368,0.021199273,0.019963053,0.003173786,0.389509591,inter
S274,92,0,0.016858696,0.012491584,-1.349604324,0,0.017010869,0.012746391,-1.334563601,0.02173913,0.016217391,0.01264467,0.436685091,inter
S276,654,0.013761468,0.017917431,0.004895528,-0.848930476,0.012232416,0.017755352,0.004775739,-1.156456771,0.027522936,0.017891437,0.004775284,2.016947767,5'
S277,113,0.017699115,0.022380531,0.0131718,-0.355412036,0.008849558,0.021557522,0.013221535,-0.961156465,0.017699115,0.021672567,0.012834917,-0.309581395,intra
S278,284,0.035211268,0.028626761,0.009237159,0.712828189,0.021126761,0.029338028,0.009224168,-0.89019051,0.031690141,0.028848592,0.009309863,0.305219254,5'
S279,482,0.01659751,0.022195021,0.006186501,-0.904794344,0.020746888,0.022721992,0.0065112,-0.303339418,0.029045643,0.022925311,0.006422522,0.952948375,inter
S280,248,0.012096774,0.027649193,0.009535368,-1.631024527,0.032258065,0.027,0.009138845,0.575353355,0.028225806,0.026754032,0.009957206,0.147809914,5'
S281,93,0.032258065,0.026516129,0.015828786,0.362752763,0.021505376,0.02616129,0.015453886,-0.3012779,0.021505376,0.025258065,0.015256743,-0.245969175,3'
S282,93,0,0.012107527,0.011242691,-1.076924245,0.021505376,0.012118279,0.010996783,0.853622074,0.010752688,0.012268817,0.010796294,-0.140430513,intra
S284,75,0,0.01924,0.015190927,-1.266545443,0.013333333,0.018413333,0.014341833,-0.354208575,0.026666667,0.01884,0.015130359,0.517282296,3'
S285,80,0,0.0119375,0.01134542,-1.052186667,0.0375,0.0121375,0.011825912,2.14465488,0,0.0122125,0.011465385,-1.065162679,5'
S287,92,0.02173913,0.02848913,0.016157193,-0.417770605,0.032608696,0.029532609,0.016843661,0.182625814,0.054347826,0.029478261,0.016625089,1.495905646,5'
S288,173,0.028901734,0.018907514,0.009979329,1.001492153,0.005780347,0.018612717,0.010016196,-1.281161977,0.01734104,0.018976879,0.009836457,-0.166303639,5'
S290,235,0.008510638,0.01573617,0.007818878,-0.924113685,0.012765957,0.015276596,0.007675106,-0.327114518,0.025531915,0.015348936,0.007532858,1.351808116,inter
S291,73,0.01369863,0.025164383,0.017403435,-0.658821299,0,0.024356164,0.016507663,-1.475445925,0.054794521,0.024369863,0.017042036,1.785271347,5'
S292,68,0,0.017426471,0.014923426,-1.167725838,0.044117647,0.018794118,0.015645344,1.618598455,0,0.017794118,0.014756581,-1.205842834,inter
S293,65,0.015384615,0.030507692,0.020493818,-0.737933625,0.015384615,0.030953846,0.020753132,-0.750211169,0.076923077,0.03,0.019696749,2.382275189,5'
S294,81,0.037037037,0.027135802,0.017269627,0.573332276,0,0.027740741,0.016845646,-1.646760325,0.049382716,0.027432099,0.017885539,1.227282937,5'
S295,71,0,0.021901408,0.016257129,-1.347187946,0.014084507,0.023450704,0.01715918,-0.545841764,0,0.021661972,0.016217879,-1.335684596,intra
S296,148,0.027027027,0.01702027,0.010304807,0.971076556,0,0.017121622,0.010316342,-1.659660136,0.02027027,0.016418919,0.009983741,0.385762287,5'
S297,78,0.012820513,0.018371795,0.014633445,-0.379355788,0.012820513,0.018923077,0.014094593,-0.43297198,0,0.019717949,0.014806942,-1.331669184,5'
S298,313,0.009584665,0.018623003,0.007088536,-1.275064206,0.031948882,0.018124601,0.007176146,1.926421526,0.006389776,0.018140575,0.007339621,-1.601008995,inter
S299,75,0.04,0.027386667,0.017982228,0.701433297,0.026666667,0.030453333,0.018404102,-0.205751211,0.026666667,0.03028,0.018920054,-0.190978996,5'
S300,91,0.043956044,0.021824176,0.014241196,1.554073653,0.021978022,0.020241758,0.013470119,0.128897436,0.021978022,0.020637363,0.014084632,0.095185969,5'
S301,712,0.032303371,0.023300562,0.005216651,1.725783211,0.004213483,0.023379213,0.005440615,-3.522714039,0.021067416,0.023560393,0.005447088,-0.457671569,5'
S302,92,0.032608696,0.023119565,0.014504463,0.654221447,0,0.023684783,0.015467601,-1.531251155,0.010869565,0.022858696,0.014616228,-0.820261593,5'
S303,103,0.029126214,0.037631068,0.01724163,-0.493274361,0.019417476,0.035009709,0.017318456,-0.900324645,0.048543689,0.037116505,0.018020411,0.634124485,5'
S304,273,0.018315018,0.021472528,0.008581476,-0.367944805,0.029304029,0.021267399,0.008423038,0.954124805,0.014652015,0.021216117,0.008263972,-0.794303586,5'
S305,86,0.034883721,0.02805814,0.0170601,0.400090362,0.011627907,0.028255814,0.016208498,-1.025875898,0.034883721,0.027941861,0.016965271,0.409180651,inter
S306,77,0,0.028935065,0.017985648,-1.608786321,0.025974026,0.027558442,0.017544205,-0.090309913,0.064935065,0.027636364,0.017206549,2.167703756,3'
S307,169,0.023668639,0.023094675,0.010476424,0.054786288,0.029585799,0.022402367,0.010427153,0.688915987,0.017751479,0.023739645,0.01071829,-0.55868672,inter
S308,926,0.01511879,0.015809935,0.003814232,-0.181201653,0.012958963,0.016019438,0.003939502,-0.776868529,0.01187905,0.015852052,0.003964244,-1.002209128,3'PT
S310,71,0.014084507,0.019070422,0.015505091,-0.321566356,0.014084507,0.019957746,0.01573662,-0.373221148,0.014084507,0.019352113,0.015398684,-0.342081535,inter
S311,183,0.005464481,0.021131147,0.010118501,-1.548318968,0.016393443,0.02131694,0.010463968,-0.470519088,0.032786885,0.021989071,0.010165822,1.062168366,3'
S312,612,0.024509804,0.019861111,0.005282968,0.879939677,0.013071895,0.019918301,0.00549107,-1.246825436,0.009803922,0.01968464,0.005330263,-1.853701871,inter
S314,99,0.01010101,0.024838384,0.014660131,-1.005268896,0.03030303,0.024777778,0.014734735,0.374981445,0.01010101,0.025262626,0.01534658,-0.987947522,5'
S315,128,0,0.020585938,0.011750055,-1.751986534,0.0078125,0.022,0.011787352,-1.203620588,0.046875,0.021640625,0.011846696,2.130077061,5'
S316,1139,0.021949078,0.022505707,0.004160146,-0.133800297,0.023705004,0.022430202,0.00414525,0.30753324,0.006145742,0.022401229,0.004053784,-4.00995355,inter
S317,111,0.036036036,0.027558559,0.014425905,0.587656544,0.027027027,0.026981982,0.014333972,0.003142538,0.018018018,0.028648649,0.014677371,-0.724287093,5'
S318,404,0.01980198,0.017665842,0.006288632,0.339682518,0.002475248,0.017059406,0.006269148,-2.326338124,0.022277228,0.017405941,0.006370385,0.764677095,3'PT
S319,487,0.004106776,0.022765914,0.006716221,-2.778219921,0.024640657,0.022581109,0.006456551,0.318985788,0.024640657,0.022240246,0.006449176,0.372204219,5'
S320,82,0.012195122,0.023902439,0.016197786,-0.722772691,0.012195122,0.024329268,0.016071263,-0.755021318,0.036585366,0.024939024,0.016500887,0.705800938,5'
S321,91,0.043956044,0.014461538,0.011667366,2.527948906,0,0.014692308,0.011715376,-1.254104649,0,0.014846154,0.01183021,-1.254935798,5'
S322,89,0.011235955,0.024831461,0.015729775,-0.864316614,0.04494382,0.024606741,0.016063659,1.266030255,0.02247191,0.025067416,0.015688502,-0.165439989,3'
S323,74,0,0.015418919,0.013004221,-1.185685731,0.013513514,0.015189189,0.013196121,-0.12698242,0,0.015391892,0.013812396,-1.114353549,inter
S324,70,0.028571429,0.026285714,0.01808146,0.126412066,0.014285714,0.023914286,0.017303953,-0.556437708,0,0.025028571,0.017142476,-1.460032474,inter
S325,1867,0.01981789,0.019036958,0.003146355,0.24820227,0.021424746,0.019190145,0.002923134,0.764454099,0.013390466,0.019439743,0.003043608,-1.987534814,3'MT
