CDS,Length,rawseq.p1,avsims.p1,sdsims.p1,z.score.p1,rawseq.m1,avsims.m1,sdsims.m1,z.score.m1,highest.exp,lowest.exp
BSU02280,489,0.042944785,0.038758691,0.003443624,1.215607277,0.006134969,0.012047035,0.003275614,-1.804872383,n,n
BSU02290,792,0.026515152,0.02397601,0.00241308,1.052240871,0.013888889,0.016794192,0.003095987,-0.938409236,n,n
BSU02300,279,0.010752688,0.00997491,0.002307101,0.3371234,0.017921147,0.015645161,0.003352068,0.678979613,n,y
BSU02310,1341,0.026845638,0.022420582,0.001752847,2.524496616,0.020134228,0.023187174,0.002657694,-1.148719877,n,n
BSU02320,888,0.01463964,0.012886261,0.002016979,0.869309249,0.02027027,0.028100225,0.00303387,-2.580847166,n,n
BSU02330,969,0.014447884,0.015317853,0.001915115,-0.454264868,0.036119711,0.032165119,0.003227274,1.22536621,n,n
BSU02340,1245,0.025702811,0.026378313,0.002209534,-0.305721563,0.015261044,0.015857028,0.002313439,-0.257618232,n,n
BSU02350,1896,0.021624473,0.018964135,0.001482054,1.795033999,0.012130802,0.014478375,0.001840844,-1.275269755,n,n
BSU02360,750,0.010666667,0.010809333,0.002101443,-0.067889702,0.025333333,0.027381333,0.003287358,-0.622992621,n,n
BSU02370,708,0.016949153,0.020765537,0.002505358,-1.523288997,0.025423729,0.027177966,0.003088094,-0.568064627,n,n
BSU02380,276,0.02173913,0.01915942,0.004281579,0.602513586,0.007246377,0.008938406,0.003796592,-0.445670537,n,n
BSU02390,1071,0.021475257,0.019396825,0.002150412,0.966527259,0.01774043,0.021069094,0.00287898,-1.156195407,n,n
BSU02400,1413,0.01556971,0.017613588,0.001838723,-1.111574651,0.009200283,0.010746638,0.001972802,-0.783836704,n,n
BSU02410,948,0.020042194,0.017511603,0.001732174,1.46093328,0.026371308,0.019266878,0.003031858,2.343259117,n,n
BSU02420,1437,0.017397356,0.018371608,0.001788408,-0.544759041,0.007654836,0.011208768,0.001921371,-1.849685804,n,y
BSU02430,984,0.023373984,0.019322154,0.002203559,1.838766322,0.015243902,0.016278455,0.002720246,-0.380315971,n,n
BSU02440,1233,0.02838605,0.02447283,0.001998897,1.957689561,0.02108678,0.023902676,0.00265269,-1.061524794,n,n
BSU02450,945,0.017989418,0.018962963,0.002190216,-0.444497147,0.02010582,0.022518518,0.003170469,-0.760990797,n,n
BSU02460,927,0.017259978,0.013029126,0.002064212,2.049620356,0.018338727,0.018935275,0.003153885,-0.189147021,n,n
BSU02470,1467,0.016359918,0.015728698,0.001651595,0.382188143,0.019086571,0.01774574,0.002409504,0.556475897,n,n
BSU02480,1368,0.00877193,0.012330409,0.001709346,-2.08177863,0.008040936,0.010807018,0.002070323,-1.336063202,n,y
BSU02490,1368,0.013888889,0.013578947,0.001689144,0.183490309,0.016081871,0.017894737,0.002346697,-0.772518178,n,n
BSU02500,702,0.018518519,0.016153846,0.002598584,0.909985105,0.021367521,0.029115385,0.003592637,-2.15659555,n,n
BSU02510,1533,0.015655577,0.017019569,0.001729036,-0.788874548,0.017612524,0.018902805,0.002284389,-0.564825474,n,n
BSU02520,921,0.017372421,0.017859935,0.002372906,-0.205450153,0.016286645,0.020739414,0.003000445,-1.484036066,n,n
BSU02530,162,0.012345679,0.007746914,0.002691848,1.708404824,0.037037037,0.039993827,0.006775415,-0.436399805,n,n
BSU02540,939,0.020234292,0.019310969,0.002522168,0.366083009,0.01171459,0.008407881,0.002221239,1.488677751,n,n
BSU02550,681,0.02349486,0.020867841,0.002638971,0.995470927,0.020558003,0.022171806,0.003413774,-0.472732774,n,n
BSU02560,936,0.019230769,0.024476496,0.00217541,-2.411373316,0.019230769,0.018747863,0.002895485,0.166778992,n,n
BSU02570,924,0.022727273,0.02627381,0.002297019,-1.543973416,0.022727273,0.020048701,0.002957704,0.905625371,n,n
BSU02580,687,0.027656477,0.028088792,0.002747336,-0.157357842,0.00727802,0.013704513,0.003287176,-1.95501915,n,n
BSU02585,135,0.014814815,0.019844444,0.005575399,-0.90211108,0.014814815,0.014296296,0.005915443,0.087655138,n,n
BSU02590,387,0.031007752,0.03096124,0.003228669,0.014405842,0.018087855,0.016906977,0.003650777,0.323459359,n,n
BSU02600,429,0.009324009,0.00665035,0.002326788,1.149077325,0.025641026,0.028270396,0.004148125,-0.633869504,n,n
BSU02610,732,0.015027322,0.015639344,0.002506621,-0.244162239,0.042349727,0.040173497,0.003655619,0.595310919,n,n
BSU02619,177,0.02259887,0.021932203,0.003916508,0.170219659,0.005649718,0.015531074,0.005260205,-1.878511517,n,y
BSU02620,1752,0.010844749,0.010021119,0.001403552,0.586818346,0.021689498,0.022722032,0.002414216,-0.42768923,n,n
BSU02630,213,0.014084507,0.0222723,0.004579367,-1.787974789,0.018779343,0.014732394,0.00422996,0.956734469,n,n
BSU02640,729,0.0260631,0.026168724,0.002907175,-0.036332272,0.015089163,0.011268862,0.002835576,1.347274985,n,n
BSU02650,648,0.013888889,0.013802469,0.002124232,0.040682874,0.016975309,0.020600309,0.003343425,-1.084217575,n,n
BSU02660,1113,0.013477089,0.012116801,0.001819247,0.747720095,0.017070979,0.019685535,0.002507638,-1.042636764,n,n
BSU02670,1440,0.024305556,0.026626389,0.001875042,-1.237749838,0.007638889,0.007896528,0.001799412,-0.143179575,n,n
BSU02680,567,0.019400353,0.014795414,0.002290982,2.010028442,0.019400353,0.02057672,0.003779646,-0.311237326,n,n
BSU02690,1128,0.013297872,0.013108156,0.001800394,0.105374707,0.028368794,0.025155142,0.003046627,1.054822997,n,n
BSU02700,639,0.020344288,0.020253521,0.0028342,0.032025571,0.012519562,0.020677621,0.003543403,-2.302323235,n,n
BSU02710,384,0.033854167,0.0325625,0.003686518,0.350375904,0.0078125,0.009794271,0.003342604,-0.592882296,n,n
BSU02720,1077,0.017641597,0.015805014,0.001874014,0.980026106,0.018570102,0.019359331,0.002764134,-0.285524902,n,n
BSU02730,957,0.017763845,0.016388715,0.002258798,0.608788445,0.014629049,0.018895507,0.002844735,-1.499773472,n,n
BSU02740,702,0.025641026,0.020029915,0.002538034,2.210810542,0.018518519,0.024696581,0.003325801,-1.857616231,n,n
BSU02750,741,0.025641026,0.02434143,0.002686066,0.483828561,0.01754386,0.016978408,0.003222275,0.175482209,n,n
BSU02760,1161,0.019810508,0.022718346,0.002411785,-1.205678648,0.016365202,0.01859087,0.002712407,-0.820550825,n,n
BSU02770,933,0.020364416,0.020286174,0.002102915,0.037206627,0.026795284,0.024535906,0.002791471,0.809386262,n,n
BSU02780,1065,0.016901408,0.012243192,0.001701776,2.737266703,0.037558685,0.036469484,0.00342816,0.317721763,n,n
BSU02790,1419,0.007751938,0.008598309,0.001517565,-0.557716366,0.029598309,0.032004933,0.002720963,-0.884475018,n,n
BSU02800,1362,0.016886931,0.015681351,0.001685355,0.715327181,0.025697504,0.024440529,0.002616086,0.480479147,n,n
BSU02810,504,0.009920635,0.010940476,0.002314861,-0.440562646,0.025793651,0.027894841,0.003726276,-0.563884677,n,n
BSU02820,1122,0.020499109,0.017327986,0.001831949,1.731010789,0.027629234,0.030845811,0.002991173,-1.075356354,n,n
BSU02830,777,0.025740026,0.023277992,0.00220914,1.114476282,0.018018018,0.02170399,0.003310902,-1.113283221,n,n
BSU02840,1686,0.017793594,0.015660142,0.001512059,1.410958035,0.022538553,0.024424674,0.002214295,-0.851793069,n,n
BSU02850,960,0.014583333,0.013464583,0.001997231,0.560150302,0.03125,0.027903125,0.002977746,1.123962411,n,n
BSU02860,696,0.027298851,0.022189655,0.002761672,1.850037413,0.020114943,0.019554598,0.003337943,0.167871344,n,n
BSU02870,843,0.021352313,0.022021352,0.002875936,-0.232633622,0.007117438,0.009710558,0.002394759,-1.082831371,n,n
BSU02880,996,0.013052209,0.012705823,0.002073783,0.167030814,0.018072289,0.020685743,0.002782968,-0.939088842,n,n
BSU02890,600,0.028333333,0.024666667,0.002742012,1.33721747,0.018333333,0.022903333,0.003776598,-1.210083634,n,n
BSU02900,582,0.015463918,0.01425945,0.002412588,0.499243047,0.018900344,0.025075602,0.00417461,-1.47924206,n,n
BSU02910,579,0.01208981,0.009188256,0.002323217,1.248937935,0.03626943,0.028450777,0.004372599,1.788102067,n,n
BSU02920,774,0.019379845,0.020710594,0.00266079,-0.500133101,0.012919897,0.015976744,0.002962942,-1.031693162,n,n
BSU02930,1614,0.016109046,0.014610905,0.001625395,0.921709398,0.020446097,0.025516109,0.002335221,-2.17110552,n,n
BSU02940,1092,0.013736264,0.011160256,0.001472229,1.749733048,0.027472527,0.026585165,0.002865852,0.309632929,n,n
BSU02950,1203,0.017456359,0.019402328,0.002163739,-0.899354554,0.007481297,0.010988362,0.002140005,-1.638811899,n,n
BSU02960,1173,0.011082694,0.012275362,0.00191633,-0.622371093,0.004262575,0.006925831,0.001875041,-1.420372307,n,n
BSU02970,303,0.01320132,0.013673267,0.002894749,-0.163035642,0.0330033,0.031221122,0.00516462,0.345074384,n,n
BSU02980,1257,0.022275259,0.020618138,0.001895299,0.874331955,0.031026253,0.025308671,0.002787623,2.051060243,n,n
BSU02990,849,0.018845701,0.019140165,0.002339593,-0.12586116,0.015312132,0.012899882,0.002332518,1.034182942,n,n
BSU03000,882,0.02154195,0.018276644,0.001883028,1.734072012,0.024943311,0.030021542,0.003328041,-1.525891954,n,n
BSU03010,1152,0.013888889,0.012764757,0.001574334,0.714036525,0.020833333,0.015869792,0.002532728,1.959760726,n,n
BSU03020,1434,0.016736402,0.017799861,0.002041932,-0.520809939,0.008368201,0.011493026,0.002088864,-1.495944344,n,n
BSU03030,582,0.030927835,0.026879725,0.00299497,1.351636121,0.012027491,0.013915807,0.002911888,-0.64848513,n,n
BSU03040,1980,0.019191919,0.016902525,0.001349161,1.696902269,0.026767677,0.030784848,0.002342334,-1.715028859,n,n
BSU03050,966,0.02484472,0.02160559,0.002041792,1.586414909,0.02484472,0.023335404,0.003133997,0.481594539,n,n
BSU03060,1626,0.020295203,0.01798401,0.001766008,1.308710245,0.009840098,0.011246617,0.001863968,-0.754583414,n,n
BSU03070,1539,0.020792723,0.020340481,0.001679919,0.269204762,0.007147498,0.009647174,0.001773658,-1.409333715,n,n
BSU03080,465,0.017204301,0.017283871,0.002951424,-0.026959861,0.015053763,0.01856129,0.004322998,-0.811364499,n,n
BSU03090,630,0.026984127,0.023798413,0.002707669,1.17655237,0.006349206,0.010931746,0.002863963,-1.600069591,n,n
BSU03100,762,0.014435696,0.01302231,0.002094654,0.674758926,0.023622047,0.023452756,0.00335735,0.050423988,n,n
BSU03110,1341,0.015659955,0.016633855,0.002014481,-0.48344985,0.014914243,0.011833706,0.002145282,1.435958693,n,n
BSU03120,597,0.025125628,0.022726968,0.002743214,0.874397496,0.025125628,0.022093802,0.003521701,0.860898099,n,n
BSU03130,819,0.018315018,0.017163614,0.002208974,0.521239089,0.024420024,0.025848596,0.003100369,-0.46077484,n,n
BSU03140,594,0.02020202,0.021299663,0.002475983,-0.443316083,0.011784512,0.016658249,0.003385479,-1.439600296,n,n
BSU03150,561,0.012477718,0.014891266,0.002721508,-0.886841879,0.024955437,0.026868093,0.003758613,-0.508872863,n,n
BSU03160,762,0.015748031,0.017750656,0.002173121,-0.921543169,0.018372703,0.015174541,0.003025025,1.057234904,n,n
BSU03170,975,0.015384615,0.013350769,0.002212002,0.919459374,0.021538462,0.022318975,0.002788777,-0.279876461,n,n
BSU03180,957,0.013584117,0.014667712,0.001993952,-0.543440739,0.02507837,0.024410658,0.003046686,0.219160118,n,n
BSU03190,783,0.014048531,0.015097063,0.002183827,-0.480134917,0.025542784,0.024288633,0.003357829,0.373500542,n,n
BSU03200,912,0.021929825,0.02035636,0.002294302,0.685814317,0.01754386,0.022844298,0.003305431,-1.603554171,n,n
BSU03210,1548,0.012273902,0.012246124,0.001458038,0.019051603,0.023901809,0.024344315,0.002707739,-0.163422685,n,n
BSU03220,1422,0.018987342,0.017474684,0.00195544,0.773564432,0.006329114,0.010710267,0.001996389,-2.194538218,n,n
BSU03230,1236,0.021035599,0.020161003,0.001860794,0.47001221,0.023462783,0.025331715,0.002773282,-0.673906286,n,n
BSU03240,858,0.013986014,0.013870629,0.002196823,0.052523398,0.027972028,0.026899767,0.003307571,0.324183812,n,n
BSU03250,885,0.023728814,0.022569492,0.00255888,0.45305858,0.013559322,0.015266667,0.002593743,-0.658255286,n,n
BSU03260,855,0.024561404,0.021950877,0.002452398,1.064479124,0.011695906,0.01617193,0.002852223,-1.569310516,n,n
BSU03270,1011,0.021760633,0.02192186,0.002054119,-0.078489376,0.027695351,0.026937685,0.003037528,0.249435097,n,n
BSU03280,1452,0.013085399,0.013685262,0.001592936,-0.376576671,0.01584022,0.016997934,0.002318449,-0.4993484,n,n
BSU03290,321,0.015576324,0.0115919,0.003527879,1.129410378,0.024922118,0.018566978,0.004332721,1.466777972,n,n
BSU03300,2418,0.015715467,0.013401985,0.001271241,1.819861673,0.018196857,0.016934657,0.001822537,0.692551109,n,n
BSU03310,2133,0.01875293,0.016009376,0.001353953,2.026328748,0.014533521,0.017543835,0.001987818,-1.514380975,n,n
BSU03320,2316,0.018134715,0.01632772,0.001383516,1.306089042,0.016407599,0.017778929,0.001886539,-0.726902656,n,n
BSU03330,1206,0.014096186,0.018761194,0.002032801,-2.29486753,0.004975124,0.008113599,0.00200633,-1.56428638,n,n
BSU03340,915,0.015300546,0.013602186,0.001947767,0.871952565,0.024043716,0.022397814,0.0029074,0.566107883,n,n
BSU03350,585,0.018803419,0.01962735,0.002475845,-0.332787963,0.018803419,0.020958974,0.003373535,-0.638960272,n,n
BSU03359,186,0.021505376,0.018295699,0.005465986,0.587209213,0.016129032,0.018317204,0.005038381,-0.434300631,n,n
BSU03360,1194,0.016750419,0.018747069,0.002088227,-0.9561458,0.023450586,0.02492211,0.00280077,-0.525399793,n,n
BSU03370,681,0.019089574,0.01939207,0.002785049,-0.108614422,0.01174743,0.013135095,0.003007294,-0.461433121,n,n
BSU03380,864,0.018518519,0.016797454,0.002170671,0.792872581,0.027777778,0.029168981,0.003273478,-0.424992343,n,n
BSU03385,198,0.015151515,0.015838384,0.003484409,-0.197126341,0.035353535,0.028757575,0.003775816,1.746896791,n,n
BSU03390,456,0.028508772,0.026563596,0.003563763,0.54582066,0.010964912,0.019164474,0.003125219,-2.623675776,n,n
BSU03400,333,0.021021021,0.02239039,0.002560121,-0.534884658,0.024024024,0.019288288,0.004368505,1.084063389,n,n
BSU03410,1434,0.013947001,0.01553696,0.001594299,-0.99727722,0.025104603,0.027175035,0.002618932,-0.79056352,n,n
BSU03420,399,0.015037594,0.013097744,0.002793296,0.694466205,0.022556391,0.028132832,0.004273372,-1.304927569,n,n
BSU03430,450,0.017777778,0.017351111,0.002639254,0.161661924,0.026666667,0.021884444,0.004588315,1.042261195,n,n
BSU03440,1722,0.021486643,0.019836237,0.001619659,1.018983712,0.024390244,0.026614983,0.002368959,-0.939120806,n,n
BSU03450,558,0.021505376,0.020272401,0.002558833,0.481850396,0.023297491,0.021455197,0.003635534,0.506746479,n,n
BSU03460,633,0.028436019,0.02371564,0.002433182,1.940002825,0.022116904,0.021338073,0.003275232,0.237794138,n,n
BSU03470,363,0.033057851,0.025057851,0.003554091,2.250927073,0.027548209,0.027807162,0.004313398,-0.060034567,n,n
BSU03480,10764,0.014957265,0.013456057,0.000616158,2.436401358,0.021274619,0.021902453,0.000932177,-0.67351405,n,n
BSU03490,10752,0.014415923,0.012968006,0.000639639,2.26364569,0.019438244,0.019911644,0.000949719,-0.498463427,n,n
BSU03500,141,0.007092199,0.014602837,0.005004987,-1.500630761,0,0.005524823,0.00487576,-1.133120477,n,n
BSU03510,3828,0.015935214,0.015429206,0.001104089,0.458303876,0.02246604,0.021872519,0.00148803,0.398863532,n,n
BSU03520,729,0.008230453,0.007213992,0.001873714,0.542484799,0.021947874,0.017769547,0.003130787,1.3345931,n,n
BSU03530,1227,0.017114914,0.019243684,0.002005869,-1.06127043,0.00407498,0.010545232,0.002082599,-3.106815691,n,n
BSU03540,558,0.016129032,0.018584229,0.002743425,-0.894938877,0.023297491,0.029249104,0.004379487,-1.358975063,n,n
BSU03550,939,0.017039404,0.020609159,0.002310946,-1.544715911,0.009584665,0.010118211,0.002358093,-0.226261604,n,n
BSU03560,1335,0.017228464,0.01528839,0.001796137,1.080137338,0.017228464,0.019347565,0.002398877,-0.883371937,n,y
BSU03569,168,0,0.005119048,0.003833698,-1.335276857,0.017857143,0.018952381,0.004838685,-0.226350358,n,n
BSU03570,498,0.010040161,0.010712851,0.002495394,-0.269572772,0.014056225,0.020032128,0.003972321,-1.504385831,n,n
BSU03580,648,0.023148148,0.023395062,0.002952359,-0.083632704,0.00308642,0.006592593,0.00230049,-1.524098657,n,n
BSU03590,744,0.017473118,0.016689516,0.002638988,0.296932767,0.017473118,0.018809139,0.003054102,-0.437451407,n,n
BSU03600,705,0.017021277,0.018512057,0.002982375,-0.49986323,0.011347518,0.009767376,0.002602506,0.607161601,n,n
BSU03610,807,0.019826518,0.018526642,0.001733295,0.749944988,0.032218092,0.03114746,0.003629289,0.294997719,n,n
BSU03620,873,0.016036655,0.017492554,0.00236807,-0.614804232,0.021764032,0.024010309,0.003313147,-0.677989001,n,n
BSU03630,615,0.019512195,0.017785366,0.002424007,0.712386178,0.014634146,0.020439024,0.003095725,-1.875127051,n,n
BSU03640,1422,0.012658228,0.013498594,0.001533589,-0.547973048,0.023909986,0.020777075,0.002537206,1.234787822,n,n
BSU03651,228,0.00877193,0.003394737,0.002953215,1.820792943,0.01754386,0.025346491,0.00402698,-1.937588947,n,n
BSU03652,465,0.025806452,0.020763441,0.002931233,1.720440128,0.021505376,0.022935484,0.003930319,-0.363865655,n,n
BSU03660,846,0.007092199,0.007173759,0.001911408,-0.04267005,0.031914894,0.02893026,0.00344454,0.866482599,n,n
BSU03670,1479,0.016227181,0.016147397,0.001883953,0.042349306,0.009465855,0.011022988,0.001900774,-0.819210135,n,n
BSU03680,1755,0.018803419,0.016624501,0.001542503,1.412585525,0.025071225,0.026145299,0.002384006,-0.450533203,n,n
BSU03690,222,0.045045045,0.042891892,0.005437168,0.396006341,0.013513514,0.01590991,0.004818178,-0.497365607,n,n
BSU03700,1635,0.017737003,0.01777737,0.001706568,-0.023653928,0.016513761,0.01910581,0.002215594,-1.169911551,n,n
BSU03710,1224,0.017156863,0.018603758,0.001921601,-0.752963325,0.026143791,0.027803922,0.002823173,-0.588037375,n,n
BSU03720,1122,0.025846702,0.022631016,0.002401063,1.339276238,0.015151515,0.014946524,0.002419662,0.084718848,n,n
BSU03730,681,0.010279001,0.01198091,0.002335794,-0.728621367,0.017621145,0.014546255,0.003344781,0.919309948,n,n
BSU03740,1461,0.01779603,0.017669405,0.001723313,0.073477952,0.020533881,0.019960986,0.002578947,0.222143011,n,y
BSU03750,684,0.021929825,0.023480994,0.002648807,-0.585610454,0.027777778,0.025888889,0.003473994,0.543722624,n,n
BSU03760,1422,0.021800281,0.019672293,0.001766735,1.204475315,0.025316456,0.024067511,0.002491316,0.501319472,n,n
BSU03770,1149,0.019147084,0.018832028,0.00196084,0.160674077,0.029590949,0.02951175,0.00278162,0.028472261,n,n
BSU03789,114,0.026315789,0.032263158,0.0058104,-1.023572974,0.00877193,0.007289474,0.004762227,0.311294704,n,n
BSU03790,1365,0.016117216,0.015284249,0.001705505,0.48839899,0.016849817,0.021427106,0.002610279,-1.753562976,n,n
BSU03800,951,0.024185068,0.025342797,0.002797901,-0.413784803,0.010515247,0.015930599,0.002734422,-1.980437783,n,n
BSU03810,948,0.023206751,0.020006329,0.002088171,1.532643271,0.012658228,0.016627637,0.002686317,-1.477639897,n,n
BSU03820,759,0.027667984,0.022442688,0.002333906,2.238862753,0.015810277,0.019783926,0.003263598,-1.217567008,n,n
BSU03830,954,0.022012579,0.02242348,0.002007551,-0.20467781,0.030398323,0.029096436,0.003223828,0.403832695,n,n
BSU03840,1419,0.026779422,0.022303735,0.001874729,2.38737868,0.007047216,0.008697674,0.001845765,-0.894186477,n,n
BSU03850,879,0.01592719,0.016877133,0.002166751,-0.438418228,0.01592719,0.019293515,0.0028735,-1.17150684,n,n
BSU03860,750,0.014666667,0.011257333,0.002049656,1.663368311,0.024,0.022752,0.003402068,0.366835648,n,n
BSU03870,288,0.020833333,0.019020833,0.003538524,0.512219097,0.020833333,0.019364583,0.004561444,0.321992336,n,n
BSU03880,315,0.025396825,0.019711111,0.003393206,1.67561707,0.022222222,0.018403175,0.004584941,0.832954418,n,n
BSU03890,1440,0.018055556,0.018663889,0.001776634,-0.342407565,0.014583333,0.016760417,0.002268341,-0.95976912,n,y
